season,game_id,game_number,game_report_id,play_seq_num,action,play_desc,player_id,team_id,period,clock,home_team_id,home_team_score,is_a_play,narrative_formatted,has_error,goals,assists,shots,shots_on_goal,assist_player_id,good_clear,failed_clear,disruptor_player_id,gw_goals,pp_goals,sh_goals,ua_goals,ot_goals,en_goals,gt_goals,fg_goals,shootout_goals,penalties,shot_clock_violations,rcs,ycs,mn_penalties,mj_penalties,match_penalties,fouls,face_won,face_lost,gbs,dc,ct,turnovers,caused_turnover_player_id,caused_turnover_team,d_save,minutes,seconds,goalie_time,ga,saves,goalie_player_id,shots_faced,scoring_play
2023,418,1,418,0,GOALIE,Caylee Waters at goalie for 352.,107,352,1,10:00,351,0,True,Caylee Waters at goalie for Team Mastroianni.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,1,GOALIE,Kady Glynn at goalie for 351.,186,351,1,10:00,351,0,True,Kady Glynn at goalie for Team Apuzzo.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,2,DC,Draw control by 352 Sam Geiersbach.,490,352,1,10:00,351,0,True,Draw control by Team Mastroianni Sam Geiersbach.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,3,SHOT,Shot by 352 Sam Geiersbach WIDE.,490,352,1,09:28,351,0,True,Shot by Team Mastroianni Sam Geiersbach WIDE.,False,0,0,1,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,186,0,False
2023,418,1,418,4,SHOT,"GOAL by 352 Sam Geiersbach (FIRST GOAL), goal number 1 for season.",490,352,1,09:18,351,0,True,"GOAL by Team Mastroianni Sam Geiersbach (FIRST GOAL), goal number 1 for season.",False,1,0,1,1,,0,0,,0,0,0,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,186,1,True
2023,418,1,418,5,DC,Draw control by 352 Grace Griffin.,400,352,1,09:18,351,0,True,Draw control by Team Mastroianni Grace Griffin.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,6,SHOT,Shot by 352 Dempsey Arsenault WIDE.,138,352,1,08:29,351,0,True,Shot by Team Mastroianni Dempsey Arsenault WIDE.,False,0,0,1,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,186,0,False
2023,418,1,418,7,2PTR,"2-point GOAL by 352 Ally Mastroianni, Assist by Charlotte North, goal number 1 for season.",395,352,1,08:17,351,0,True,"2-point GOAL by Team Mastroianni Ally Mastroianni, Assist by Charlotte North, goal number 1 for season.",False,1,1,1,1,424,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,186,1,True
2023,418,1,418,8,DC,Draw control by 351 Katie O'Donnell.,136,351,1,08:17,351,0,True,Draw control by Team Apuzzo Katie O'Donnell.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,9,CLEAR,Clear attempt by 351 good.,,351,1,07:57,351,0,True,Clear attempt by Team Apuzzo good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,10,TURN,Turnover by 351 Hailey Rhatigan (caused by Katrina Geiger).,698,351,1,07:33,351,0,True,Turnover by Team Apuzzo Hailey Rhatigan (caused by Katrina Geiger).,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,105,0,0,0,0,0,0,0,,0,False
2023,418,1,418,11,GB,Ground ball pickup by 352 Caylee Waters.,107,352,1,07:29,351,0,True,Ground ball pickup by Team Mastroianni Caylee Waters.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,12,CLEAR,Clear attempt by 352 good.,,352,1,07:16,351,0,True,Clear attempt by Team Mastroianni good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,13,SHOT,"Shot by 352 Dempsey Arsenault, SAVE Kady Glynn.",138,352,1,06:53,351,0,True,"Shot by Team Mastroianni Dempsey Arsenault, SAVE Kady Glynn.",False,0,0,1,1,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,186,1,False
2023,418,1,418,14,GB,Ground ball pickup by 351 Abby Bosco.,693,351,1,06:48,351,0,True,Ground ball pickup by Team Apuzzo Abby Bosco.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,15,CLEAR,Clear attempt by 351 good.,,351,1,06:41,351,0,True,Clear attempt by Team Apuzzo good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,16,SHOT,"GOAL by 351 Katie O'Donnell, Assist by Hannah Dorney, goal number 1 for season.",136,351,1,06:32,351,0,True,"GOAL by Team Apuzzo Katie O'Donnell, Assist by Hannah Dorney, goal number 1 for season.",False,1,1,1,1,699,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,107,1,True
2023,418,1,418,17,DC,Draw control by 351 Sam Apuzzo.,130,351,1,06:32,351,1,True,Draw control by Team Apuzzo Sam Apuzzo.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,18,TURN,Turnover by 351 Hailey Rhatigan (caused by Katrina Geiger).,698,351,1,05:44,351,1,True,Turnover by Team Apuzzo Hailey Rhatigan (caused by Katrina Geiger).,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,105,0,0,0,0,0,0,0,,0,False
2023,418,1,418,19,GB,Ground ball pickup by 352 Dempsey Arsenault.,138,352,1,05:39,351,1,True,Ground ball pickup by Team Mastroianni Dempsey Arsenault.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,20,CLEAR,Clear attempt by 352 good.,,352,1,05:35,351,1,True,Clear attempt by Team Mastroianni good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,21,SHOT,Shot by 352 Alex Aust Holman HIT POST.,162,352,1,05:06,351,1,True,Shot by Team Mastroianni Alex Aust Holman HIT POST.,False,0,0,1,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,186,0,False
2023,418,1,418,22,GB,Ground ball pickup by 351 Katie O'Donnell.,136,351,1,05:02,351,1,True,Ground ball pickup by Team Apuzzo Katie O'Donnell.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,23,CLEAR,Clear attempt by 351 good.,,351,1,04:59,351,1,True,Clear attempt by Team Apuzzo good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,24,TURN,Turnover by 351 Hailey Rhatigan (caused by Emma Trenchard).,698,351,1,04:28,351,1,True,Turnover by Team Apuzzo Hailey Rhatigan (caused by Emma Trenchard).,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,405,0,0,0,0,0,0,0,,0,False
2023,418,1,418,25,GB,Ground ball pickup by 352 Grace Griffin.,400,352,1,04:22,351,1,True,Ground ball pickup by Team Mastroianni Grace Griffin.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,26,CLEAR,Clear attempt by 352 failed.,,352,1,04:17,351,1,True,Clear attempt by Team Mastroianni failed.,False,0,0,0,0,,0,1,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,27,TURN,Turnover by 352 Grace Griffin.,400,352,1,04:15,351,1,True,Turnover by Team Mastroianni Grace Griffin.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,28,GB,Ground ball pickup by 351 Marge Donovan.,694,351,1,04:10,351,1,True,Ground ball pickup by Team Apuzzo Marge Donovan.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,29,SHOT,Shot by 351 Sam Apuzzo WIDE.,130,351,1,03:48,351,1,True,Shot by Team Apuzzo Sam Apuzzo WIDE.,False,0,0,1,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,107,0,False
2023,418,1,418,30,TURN,Turnover by 351 (caused by Caylee Waters).,,351,1,03:45,351,1,True,Turnover by Team Apuzzo (caused by Caylee Waters).,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,107,0,0,0,0,0,0,0,,0,False
2023,418,1,418,32,CLEAR,Clear attempt by 352 failed.,,352,1,03:45,351,1,True,Clear attempt by Team Mastroianni failed.,False,0,0,0,0,,0,1,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,33,TURN,Turnover by 352 Mairead Durkin (caused by Lauren Gilbert).,692,352,1,03:45,351,1,True,Turnover by Team Mastroianni Mairead Durkin (caused by Lauren Gilbert).,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,406,0,0,0,0,0,0,0,,0,False
2023,418,1,418,34,SHOT,Shot by 351 Katie O'Donnell HIGH.,136,351,1,03:01,351,1,True,Shot by Team Apuzzo Katie O'Donnell HIGH.,False,0,0,1,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,107,0,False
2023,418,1,418,35,TURN,Turnover by 351 (caused by Emma Trenchard).,,351,1,02:57,351,1,True,Turnover by Team Apuzzo (caused by Emma Trenchard).,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,405,0,0,0,0,0,0,0,,0,False
2023,418,1,418,36,CLEAR,Clear attempt by 352 good.,,352,1,02:41,351,1,True,Clear attempt by Team Mastroianni good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,37,SHOT,"Shot by 352 Charlotte North, SAVE Kady Glynn.",424,352,1,02:07,351,1,True,"Shot by Team Mastroianni Charlotte North, SAVE Kady Glynn.",False,0,0,1,1,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,186,1,False
2023,418,1,418,38,CLEAR,Clear attempt by 351 failed.,,351,1,01:57,351,1,True,Clear attempt by Team Apuzzo failed.,False,0,0,0,0,,0,1,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,39,TURN,Turnover by 351 Kady Glynn.,186,351,1,01:56,351,1,True,Turnover by Team Apuzzo Kady Glynn.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,40,SHOT,"GOAL by 352 Sam Geiersbach, goal number 2 for season.",490,352,1,01:19,351,1,True,"GOAL by Team Mastroianni Sam Geiersbach, goal number 2 for season.",False,1,0,1,1,,0,0,,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,186,1,True
2023,418,1,418,41,DC,Draw control by 352 Katie Ramsay.,704,352,1,01:19,351,1,True,Draw control by Team Mastroianni Katie Ramsay.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,42,CLEAR,Clear attempt by 352 failed.,,352,1,01:04,351,1,True,Clear attempt by Team Mastroianni failed.,False,0,0,0,0,,0,1,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,43,TURN,Turnover by 352 Emma Trenchard (caused by Hailey Rhatigan).,405,352,1,01:03,351,1,True,Turnover by Team Mastroianni Emma Trenchard (caused by Hailey Rhatigan).,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,698,0,0,0,0,0,0,0,,0,False
2023,418,1,418,44,SHOT,"GOAL by 351 Katie O'Donnell, Assist by Sam Apuzzo, goal number 2 for season.",136,351,1,00:27,351,1,True,"GOAL by Team Apuzzo Katie O'Donnell, Assist by Sam Apuzzo, goal number 2 for season.",False,1,1,1,1,130,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,107,1,True
2023,418,1,418,45,DC,Draw control by 352 Ally Mastroianni.,395,352,1,00:27,351,2,True,Draw control by Team Mastroianni Ally Mastroianni.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,48,DC,Draw control by 351 Katie O'Donnell.,136,351,2,10:00,351,0,True,Draw control by Team Apuzzo Katie O'Donnell.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,49,2PTR,"2-point GOAL by 351 Amanda Johansen, goal number 1 for season.",193,351,2,09:07,351,0,True,"2-point GOAL by Team Apuzzo Amanda Johansen, goal number 1 for season.",False,1,0,1,1,,0,0,,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,107,1,True
2023,418,1,418,50,DC,Draw control by 352 Ally Mastroianni.,395,352,2,09:07,351,4,True,Draw control by Team Mastroianni Ally Mastroianni.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,51,SHOT,"GOAL by 352 Ally Mastroianni, goal number 2 for season.",395,352,2,08:22,351,4,True,"GOAL by Team Mastroianni Ally Mastroianni, goal number 2 for season.",False,1,0,1,1,,0,0,,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,186,1,True
2023,418,1,418,52,DC,Draw control by 351 Abby Bosco.,693,351,2,08:22,351,4,True,Draw control by Team Apuzzo Abby Bosco.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,53,TURN,Turnover by 351 Abby Bosco (caused by Grace Griffin).,693,351,2,08:07,351,4,True,Turnover by Team Apuzzo Abby Bosco (caused by Grace Griffin).,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,400,0,0,0,0,0,0,0,,0,False
2023,418,1,418,54,GB,Ground ball pickup by 352 Grace Griffin.,400,352,2,08:03,351,4,True,Ground ball pickup by Team Mastroianni Grace Griffin.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,55,SHOT,Shot by 352 TT Naslonski WIDE.,688,352,2,07:48,351,4,True,Shot by Team Mastroianni TT Naslonski WIDE.,False,0,0,1,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,186,0,False
2023,418,1,418,56,SHOT,"Shot by 352 Sam Geiersbach, SAVE Kady Glynn.",490,352,2,07:35,351,4,True,"Shot by Team Mastroianni Sam Geiersbach, SAVE Kady Glynn.",False,0,0,1,1,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,186,1,False
2023,418,1,418,57,CLEAR,Clear attempt by 351 good.,,351,2,07:22,351,4,True,Clear attempt by Team Apuzzo good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,58,SHOT,"GOAL by 351 Hailey Rhatigan, goal number 1 for season.",698,351,2,07:00,351,4,True,"GOAL by Team Apuzzo Hailey Rhatigan, goal number 1 for season.",False,1,0,1,1,,0,0,,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,107,1,True
2023,418,1,418,59,DC,Draw control by 351 Lauren Gilbert.,406,351,2,07:00,351,5,True,Draw control by Team Apuzzo Lauren Gilbert.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,60,SHOT,"GOAL by 351 Lauren Gilbert, goal number 1 for season.",406,351,2,06:51,351,5,True,"GOAL by Team Apuzzo Lauren Gilbert, goal number 1 for season.",False,1,0,1,1,,0,0,,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,107,1,True
2023,418,1,418,61,DC,Draw control by 352 Dempsey Arsenault.,138,352,2,06:51,351,6,True,Draw control by Team Mastroianni Dempsey Arsenault.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,62,SHOT,"GOAL by 352 Charlotte North, goal number 1 for season.",424,352,2,05:47,351,6,True,"GOAL by Team Mastroianni Charlotte North, goal number 1 for season.",False,1,0,1,1,,0,0,,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,186,1,True
2023,418,1,418,63,DC,Draw control by 352 Dempsey Arsenault.,138,352,2,05:47,351,6,True,Draw control by Team Mastroianni Dempsey Arsenault.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,64,FOUL,Foul on 351 Abby Bosco.,693,351,2,05:47,351,6,True,Foul on Team Apuzzo Abby Bosco.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,65,TURN,Turnover by 352 Dempsey Arsenault (caused by Abby Bosco).,138,352,2,05:34,351,6,True,Turnover by Team Mastroianni Dempsey Arsenault (caused by Abby Bosco).,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,693,0,0,0,0,0,0,0,,0,False
2023,418,1,418,66,GB,Ground ball pickup by 351 Hannah Dorney.,699,351,2,05:26,351,6,True,Ground ball pickup by Team Apuzzo Hannah Dorney.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,67,CLEAR,Clear attempt by 351 failed.,,351,2,05:22,351,6,True,Clear attempt by Team Apuzzo failed.,False,0,0,0,0,,0,1,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,68,TURN,Turnover by 351 Hannah Dorney (caused by Dempsey Arsenault).,699,351,2,05:21,351,6,True,Turnover by Team Apuzzo Hannah Dorney (caused by Dempsey Arsenault).,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,138,0,0,0,0,0,0,0,,0,False
2023,418,1,418,69,GB,Ground ball pickup by 352 Dempsey Arsenault.,138,352,2,05:17,351,6,True,Ground ball pickup by Team Mastroianni Dempsey Arsenault.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,70,SHOT,"Shot by 352 Charlotte North, SAVE Kady Glynn.",424,352,2,05:11,351,6,True,"Shot by Team Mastroianni Charlotte North, SAVE Kady Glynn.",False,0,0,1,1,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,186,1,False
2023,418,1,418,71,CLEAR,Clear attempt by 351 good.,,351,2,05:07,351,6,True,Clear attempt by Team Apuzzo good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,72,SHOT,Shot by 351 Amanda Johansen HIT POST.,193,351,2,05:00,351,6,True,Shot by Team Apuzzo Amanda Johansen HIT POST.,False,0,0,1,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,107,0,False
2023,418,1,418,73,GB,Ground ball pickup by 352 Katrina Geiger.,105,352,2,04:55,351,6,True,Ground ball pickup by Team Mastroianni Katrina Geiger.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,False
2023,418,1,418,74,GC,Green card on 352 TT Naslonski.,,352,2,04:55,351,6,True,Green card on Team Mastroianni TT Naslonski.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
